customer_ID,product_ID,Transaction Type,Category,Amt (in dollars),Payment Date,Payment Mode
CUST2025VS,239,Luxury Travel Booking,London Business Trip,16951.15,05/21/2025,Apple Pay
CUST2025FO,245,Grocery Shopping,Trader Joe's,41.35,11/03/2025,Apple Pay
CUST2025QQ,290,Camera Equipment,Sony Alpha,4472.8,01/17/2025,Debit Card
CUST2025DA,220,BNPL Purchase,iPhone,641.17,09/18/2025,Apple Pay
CUST2025CA,207,Gym Membership,Planet Fitness,50.08,12/29/2025,Credit Card
CUST2025EX,248,Hotel Stay,Hilton,679.53,06/18/2025,Google Pay
CUST2025XE,263,Food Delivery,DoorDash,90.34,08/26/2025,Apple Pay
CUST2025DB,240,Hotel Stay,Hilton,2375.97,04/13/2025,PayPal
CUST2025FG,275,Food Delivery,GrubHub,88.35,01/19/2025,Credit Card
CUST2025AI,272,BNPL Purchase,iPhone,1976.49,02/08/2025,PayPal
CUST2025EB,295,Camera Equipment,Nikon Z6,1980.02,12/04/2025,PayPal
CUST2025AE,238,Luxury Travel Booking,Maldives Retreat,12558.47,09/12/2025,PayPal
CUST2025UN,249,Grocery Shopping,Trader Joe's,192.69,01/13/2025,Google Pay
CUST2025BC,247,Camera Equipment,Canon EOS,1678.97,12/04/2025,Debit Card
CUST2025UG,287,BNPL Purchase,MacBook,536.63,08/27/2025,Apple Pay
CUST2025UE,252,Hotel Stay,Maldives Resort,1243.27,02/02/2025,Google Pay
CUST2025OZ,228,Luxury Travel Booking,Maldives Retreat,10684.05,02/16/2025,Credit Card
CUST2025BR,293,Luxury Shopping,Louis Vuitton,8310.71,04/27/2025,PayPal
CUST2025YL,208,Subscription Payment,Netflix,12.5,07/26/2025,Apple Pay
CUST2025UJ,234,Camera Equipment,Canon EOS,4252.03,04/02/2025,PayPal
CUST2025VW,211,Gym Membership,Equinox,98.97,05/02/2025,Credit Card
CUST2025RL,250,Luxury Travel Booking,Paris Vacation,15853.81,12/02/2025,PayPal
CUST2025BH,242,Luxury Travel Booking,Maldives Retreat,16856.69,07/18/2025,Debit Card
CUST2025FN,211,Grocery Shopping,Walmart,60.91,09/11/2025,Google Pay
CUST2025RW,261,Gym Membership,Equinox,31.8,11/01/2025,Google Pay
CUST2025MM,268,Retail Space Lease,New Flagship Store,461843.36,12/03/2025,Apple Pay
CUST2025FV,292,Subscription Payment,Amazon Prime,43.03,07/05/2025,Credit Card
CUST2025AQ,206,BNPL Purchase,iPhone,770.84,04/17/2025,Apple Pay
CUST2025UC,209,Hotel Stay,Maldives Resort,1950.2,12/28/2025,Debit Card
CUST2025LM,207,Camera Equipment,Sony Alpha,595.62,11/05/2025,PayPal
CUST2025LR,250,Grocery Shopping,Whole Foods,210.46,05/24/2025,Credit Card
CUST2025VK,286,BNPL Purchase,MacBook,2708.55,04/01/2025,Apple Pay
CUST2025VG,262,Grocery Shopping,Trader Joe's,176.11,11/09/2025,PayPal
CUST2025LT,223,Gym Membership,Planet Fitness,184.14,06/29/2025,Google Pay
CUST2025GX,212,Gym Membership,Equinox,194.74,06/12/2025,Debit Card
CUST2025DS,224,Subscription Payment,Spotify,34.85,01/18/2025,Debit Card
CUST2025ZR,207,Camera Equipment,Nikon Z6,698.6,09/13/2025,Debit Card
CUST2025WX,293,Luxury Shopping,Gucci,1192.37,06/11/2025,Apple Pay
CUST2025AF,273,Grocery Shopping,Walmart,484.52,11/05/2025,PayPal
CUST2025MO,268,Retail Space Lease,New Flagship Store,258991.99,07/26/2025,Apple Pay
CUST2025FC,211,Subscription Payment,Netflix,25.42,10/12/2025,Google Pay
CUST2025YE,294,Luxury Travel Booking,Maldives Retreat,18708.73,01/15/2025,Google Pay
CUST2025QA,223,Hotel Stay,Hilton,1278.58,09/04/2025,Google Pay
CUST2025IV,256,Luxury Travel Booking,Maldives Retreat,10457.17,04/27/2025,Debit Card
CUST2025SL,284,Grocery Shopping,Whole Foods,328.8,02/26/2025,Debit Card
CUST2025BH,289,Luxury Shopping,Louis Vuitton,9682.86,03/20/2025,Google Pay
CUST2025OY,276,Hotel Stay,Maldives Resort,1857.36,03/30/2025,Debit Card
CUST2025RI,228,Retail Space Lease,Pop-up Storefront,63816.23,09/24/2025,Apple Pay
CUST2025NG,239,Luxury Travel Booking,Maldives Retreat,15359.64,03/24/2025,PayPal
CUST2025ZQ,265,Grocery Shopping,Walmart,297.35,11/11/2025,Debit Card
CUST2025NK,247,Subscription Payment,Netflix,30.18,12/03/2025,Google Pay
CUST2025XJ,259,Gym Membership,Planet Fitness,132.94,05/28/2025,Debit Card
CUST2025XR,220,Grocery Shopping,Walmart,377.53,04/18/2025,Apple Pay
CUST2025RS,247,Hotel Stay,Hilton,321.56,05/16/2025,Debit Card
CUST2025XK,245,Grocery Shopping,Whole Foods,141.72,08/05/2025,PayPal
CUST2025JI,210,Food Delivery,DoorDash,33.77,03/30/2025,Google Pay
CUST2025WQ,250,BNPL Purchase,Smart TV,2294.71,02/17/2025,PayPal
CUST2025NQ,216,Retail Space Lease,New Flagship Store,247513.02,06/04/2025,Debit Card
CUST2025QI,276,Hotel Stay,Hilton,1719.02,02/11/2025,Credit Card
CUST2025NT,279,Grocery Shopping,Whole Foods,287.46,12/11/2025,Credit Card
CUST2025NR,239,Camera Equipment,Nikon Z6,2944.86,09/01/2025,Debit Card
CUST2025UG,299,Luxury Travel Booking,Paris Vacation,13915.94,07/01/2025,Apple Pay
CUST2025OY,274,Gym Membership,Gold's Gym,72.55,07/31/2025,Google Pay
CUST2025OT,246,Gym Membership,Equinox,125.23,04/25/2025,Google Pay
CUST2025YS,263,Retail Space Lease,Pop-up Storefront,265793.27,06/20/2025,Apple Pay
CUST2025JW,241,Luxury Shopping,Prada,2714.23,02/13/2025,Apple Pay
CUST2025HE,274,Food Delivery,DoorDash,26.63,03/27/2025,Credit Card
CUST2025QX,286,Hotel Stay,Ritz-Carlton,1170.9,07/07/2025,Google Pay
CUST2025AT,272,Camera Equipment,Canon EOS,605.32,05/14/2025,Google Pay
CUST2025FQ,264,Subscription Payment,Amazon Prime,10.11,01/28/2025,Credit Card
CUST2025JO,279,Camera Equipment,Sony Alpha,2327.19,01/10/2025,Apple Pay
CUST2025CA,268,BNPL Purchase,Smart TV,720.85,09/23/2025,Credit Card
CUST2025JD,203,Hotel Stay,Maldives Resort,461.84,12/14/2025,Credit Card
CUST2025PT,238,Camera Equipment,Nikon Z6,3643.67,01/03/2025,Credit Card
CUST2025RU,226,Food Delivery,Uber Eats,62.41,11/15/2025,Apple Pay
CUST2025ZZ,296,Hotel Stay,Hilton,948.09,05/30/2025,Credit Card
CUST2025NH,246,Retail Space Lease,Pop-up Storefront,164299.24,09/04/2025,Google Pay
CUST2025NW,230,Grocery Shopping,Whole Foods,167.35,02/05/2025,PayPal
CUST2025TX,236,Food Delivery,Uber Eats,49.25,07/21/2025,Apple Pay
CUST2025ZM,259,BNPL Purchase,MacBook,1179.38,08/19/2025,PayPal
CUST2025QY,217,Grocery Shopping,Whole Foods,59.71,04/25/2025,PayPal
CUST2025QD,286,Luxury Shopping,Gucci,1757.74,09/01/2025,PayPal
CUST2025DC,266,BNPL Purchase,MacBook,2440.53,12/27/2025,Google Pay
CUST2025IS,204,Food Delivery,DoorDash,13.58,11/12/2025,Apple Pay
CUST2025HR,288,Hotel Stay,Ritz-Carlton,2520.28,09/13/2025,Apple Pay
CUST2025ST,277,Luxury Travel Booking,Maldives Retreat,15261.11,05/10/2025,Credit Card
CUST2025FV,293,Luxury Travel Booking,Paris Vacation,8484.02,03/22/2025,Google Pay
CUST2025XI,233,Subscription Payment,Amazon Prime,13.74,09/16/2025,Apple Pay
CUST2025VA,213,Food Delivery,DoorDash,67.34,01/30/2025,Apple Pay
CUST2025RL,267,BNPL Purchase,MacBook,2918.3,02/08/2025,Debit Card
CUST2025JK,206,Grocery Shopping,Whole Foods,381.93,11/10/2025,Apple Pay
CUST2025KR,251,Luxury Shopping,Gucci,5361.26,11/09/2025,Google Pay
CUST2025YN,235,Grocery Shopping,Walmart,257.58,04/07/2025,Debit Card
CUST2025AE,255,Gym Membership,Planet Fitness,136.23,10/08/2025,Apple Pay
CUST2025NU,225,Grocery Shopping,Whole Foods,213.89,03/19/2025,Google Pay
CUST2025GZ,237,Subscription Payment,Netflix,41.36,04/16/2025,Debit Card
CUST2025AD,243,Camera Equipment,Sony Alpha,4270.24,09/03/2025,Apple Pay
CUST2025CF,200,Luxury Shopping,Prada,8630.27,06/16/2025,Apple Pay
CUST2025GY,235,Luxury Shopping,Prada,8348.74,11/15/2025,Credit Card
CUST2025JV,209,Gym Membership,Planet Fitness,84.9,04/19/2025,PayPal
CUST2025GA,288,Food Delivery,DoorDash,54.02,11/07/2025,PayPal
CUST2025NS,212,Camera Equipment,Canon EOS,3492.9,08/01/2025,Google Pay
CUST2025HK,225,BNPL Purchase,Smart TV,1941.58,02/23/2025,Debit Card
CUST2025MZ,221,BNPL Purchase,Smart TV,2214.49,04/14/2025,PayPal
CUST2025UF,270,Food Delivery,GrubHub,24.86,07/26/2025,Debit Card
CUST2025CY,283,Food Delivery,DoorDash,48.54,07/20/2025,Google Pay
CUST2025MV,286,Subscription Payment,Netflix,7.32,08/02/2025,Debit Card
CUST2025FF,279,Gym Membership,Gold's Gym,90.01,10/04/2025,PayPal
CUST2025RC,272,BNPL Purchase,Smart TV,682.55,09/20/2025,Debit Card
CUST2025UP,289,Gym Membership,Gold's Gym,80.2,12/29/2025,Google Pay
CUST2025MD,274,Gym Membership,Equinox,56.13,12/26/2025,Credit Card
CUST2025VJ,295,Grocery Shopping,Trader Joe's,299.58,07/31/2025,Apple Pay
CUST2025CJ,239,BNPL Purchase,MacBook,2269.22,08/21/2025,PayPal
CUST2025CJ,268,BNPL Purchase,MacBook,2964.96,11/20/2025,Debit Card
CUST2025JY,204,Retail Space Lease,New Flagship Store,307117.33,10/07/2025,Credit Card
CUST2025AA,238,Luxury Travel Booking,Paris Vacation,3696.6,11/29/2025,Apple Pay
CUST2025CR,283,Luxury Shopping,Louis Vuitton,3362.88,02/26/2025,Credit Card
CUST2025WT,277,Luxury Travel Booking,Paris Vacation,9663.15,07/18/2025,PayPal
CUST2025KM,292,Gym Membership,Equinox,187.9,06/22/2025,Google Pay
CUST2025TR,267,Luxury Travel Booking,London Business Trip,8554.79,07/01/2025,PayPal
CUST2025MG,298,Hotel Stay,Ritz-Carlton,2036.44,07/10/2025,Credit Card
CUST2025WV,293,Hotel Stay,Maldives Resort,1305.08,12/05/2025,PayPal
CUST2025SG,294,Luxury Travel Booking,London Business Trip,16919.34,05/01/2025,Google Pay
CUST2025QR,263,Camera Equipment,Nikon Z6,3869.85,12/26/2025,Apple Pay
CUST2025LP,246,Luxury Shopping,Gucci,6615.14,04/23/2025,PayPal
CUST2025UT,234,Camera Equipment,Nikon Z6,1551.52,05/26/2025,Credit Card
CUST2025MQ,258,Luxury Travel Booking,Maldives Retreat,7900.07,12/18/2025,Debit Card
CUST2025KK,278,Grocery Shopping,Walmart,268.52,06/14/2025,Debit Card
CUST2025ID,225,Luxury Shopping,Prada,3250.18,01/20/2025,Google Pay
CUST2025NC,215,Retail Space Lease,New Flagship Store,57286.72,12/26/2025,Google Pay
CUST2025OU,241,Grocery Shopping,Whole Foods,251.83,03/03/2025,PayPal
CUST2025NB,297,Subscription Payment,Amazon Prime,45.12,02/01/2025,Google Pay
CUST2025DX,210,Food Delivery,GrubHub,85.18,08/10/2025,Credit Card
CUST2025OO,295,Camera Equipment,Canon EOS,3510.71,11/11/2025,Credit Card
CUST2025MQ,200,Food Delivery,DoorDash,88.85,10/14/2025,PayPal
CUST2025OK,214,Luxury Travel Booking,Paris Vacation,15008.91,03/19/2025,Google Pay
CUST2025FD,297,Gym Membership,Gold's Gym,55.95,05/11/2025,Google Pay
CUST2025GI,279,Hotel Stay,Ritz-Carlton,1326.01,07/31/2025,Apple Pay
CUST2025OP,236,Camera Equipment,Sony Alpha,3584.99,08/24/2025,Apple Pay
CUST2025RL,214,Hotel Stay,Hilton,1378.94,04/25/2025,PayPal
CUST2025FI,214,Retail Space Lease,Pop-up Storefront,419798.47,01/16/2025,Google Pay
CUST2025KT,211,Camera Equipment,Nikon Z6,2445.68,11/01/2025,Apple Pay
CUST2025AM,236,Gym Membership,Gold's Gym,30.64,01/31/2025,Apple Pay
CUST2025BN,231,Hotel Stay,Maldives Resort,959.48,07/16/2025,Debit Card
CUST2025TV,208,BNPL Purchase,Smart TV,2981.14,03/16/2025,Apple Pay
CUST2025EA,263,Hotel Stay,Ritz-Carlton,248.28,05/16/2025,Google Pay
CUST2025QR,278,BNPL Purchase,iPhone,549.88,01/01/2025,Google Pay
CUST2025PM,282,Subscription Payment,Netflix,23.76,10/31/2025,Debit Card
CUST2025SU,262,Retail Space Lease,New Flagship Store,77264.6,07/19/2025,Apple Pay
CUST2025GH,254,Gym Membership,Planet Fitness,193.57,01/17/2025,Google Pay
CUST2025NM,266,Luxury Shopping,Prada,5856.49,09/01/2025,Google Pay
CUST2025ZJ,282,Food Delivery,GrubHub,53.43,04/13/2025,Credit Card
CUST2025BP,207,Grocery Shopping,Trader Joe's,268.6,01/16/2025,Apple Pay
CUST2025ZP,273,Grocery Shopping,Walmart,82.43,01/21/2025,PayPal
CUST2025NO,238,Luxury Shopping,Gucci,1279.43,10/06/2025,Credit Card
CUST2025SA,250,Gym Membership,Planet Fitness,39.82,06/03/2025,PayPal
CUST2025HQ,220,Camera Equipment,Nikon Z6,4409.0,06/15/2025,Apple Pay
CUST2025IS,258,Grocery Shopping,Walmart,458.35,12/04/2025,Credit Card
CUST2025BZ,221,Retail Space Lease,New Flagship Store,101692.63,12/07/2025,Debit Card
CUST2025UA,263,Hotel Stay,Ritz-Carlton,1429.24,06/27/2025,Apple Pay
CUST2025AD,205,Grocery Shopping,Whole Foods,322.18,04/13/2025,PayPal
CUST2025ZJ,228,Food Delivery,Uber Eats,18.65,08/23/2025,Debit Card
CUST2025TS,207,Hotel Stay,Ritz-Carlton,2167.54,11/04/2025,Credit Card
CUST2025FJ,208,Retail Space Lease,New Flagship Store,125810.66,12/22/2025,PayPal
CUST2025UB,287,Hotel Stay,Maldives Resort,1134.21,08/17/2025,Apple Pay
CUST2025QP,229,Gym Membership,Equinox,53.86,11/24/2025,Debit Card
CUST2025RW,251,Food Delivery,Uber Eats,59.11,12/26/2025,PayPal
CUST2025OW,257,Subscription Payment,Amazon Prime,26.1,10/27/2025,Apple Pay
CUST2025NH,233,BNPL Purchase,MacBook,860.22,02/15/2025,Apple Pay
CUST2025WW,295,Food Delivery,DoorDash,19.52,06/27/2025,Apple Pay
CUST2025CJ,244,Food Delivery,Uber Eats,40.85,11/29/2025,Google Pay
CUST2025HD,212,Subscription Payment,Netflix,39.0,06/05/2025,Credit Card
CUST2025NT,289,Subscription Payment,Netflix,23.86,05/30/2025,Apple Pay
CUST2025XK,224,BNPL Purchase,iPhone,779.37,05/31/2025,Google Pay
CUST2025MV,243,Gym Membership,Equinox,37.42,06/17/2025,Debit Card
CUST2025CD,222,Food Delivery,DoorDash,84.19,03/01/2025,Google Pay
CUST2025BZ,249,Grocery Shopping,Walmart,276.35,05/03/2025,Debit Card
CUST2025RG,242,BNPL Purchase,Smart TV,515.78,02/26/2025,Credit Card
CUST2025YG,299,Subscription Payment,Amazon Prime,33.3,03/21/2025,Credit Card
CUST2025HI,286,Retail Space Lease,Pop-up Storefront,475466.71,07/28/2025,Google Pay
CUST2025JP,230,Food Delivery,DoorDash,33.73,03/21/2025,Credit Card
CUST2025XZ,262,Luxury Shopping,Gucci,1827.99,05/31/2025,Credit Card
CUST2025GQ,288,Grocery Shopping,Walmart,278.47,07/29/2025,Credit Card
CUST2025UC,220,Grocery Shopping,Whole Foods,288.77,10/09/2025,Credit Card
CUST2025FW,262,Subscription Payment,Amazon Prime,22.39,01/30/2025,Apple Pay
CUST2025AI,204,BNPL Purchase,Smart TV,2787.84,06/23/2025,Apple Pay
CUST2025KK,260,Gym Membership,Equinox,45.2,03/30/2025,Google Pay
CUST2025TE,222,Retail Space Lease,New Flagship Store,462321.88,09/22/2025,Apple Pay
CUST2025IK,265,Grocery Shopping,Trader Joe's,369.21,10/06/2025,PayPal
CUST2025LM,202,Food Delivery,Uber Eats,59.53,02/08/2025,PayPal
CUST2025AX,288,Subscription Payment,Spotify,48.49,03/31/2025,Google Pay
CUST2025LF,252,Grocery Shopping,Whole Foods,485.71,04/29/2025,Debit Card
CUST2025ZJ,238,Gym Membership,Planet Fitness,158.07,05/06/2025,Apple Pay
CUST2025YC,264,Luxury Shopping,Prada,1742.14,10/03/2025,Debit Card
CUST2025YB,247,Hotel Stay,Ritz-Carlton,895.6,06/30/2025,Google Pay
CUST2025GN,277,Luxury Travel Booking,London Business Trip,11660.94,04/04/2025,PayPal
CUST2025KD,260,Luxury Shopping,Prada,4920.53,02/18/2025,Apple Pay
CUST2025VI,289,BNPL Purchase,iPhone,803.64,06/13/2025,Debit Card
CUST2025HD,252,Camera Equipment,Sony Alpha,2534.49,12/04/2025,Apple Pay
CUST2025EG,265,Hotel Stay,Hilton,1890.22,03/03/2025,Apple Pay
CUST2025IV,231,Hotel Stay,Ritz-Carlton,759.31,03/09/2025,Debit Card
CUST2025ZB,288,Luxury Shopping,Gucci,2202.62,09/21/2025,Google Pay
CUST2025IL,255,Camera Equipment,Canon EOS,1266.28,11/03/2025,Debit Card
CUST2025TT,274,Luxury Shopping,Louis Vuitton,1410.71,11/06/2025,Google Pay
CUST2025GR,242,Gym Membership,Equinox,125.2,03/30/2025,Credit Card
CUST2025EE,221,Subscription Payment,Netflix,11.85,01/23/2025,Debit Card
CUST2025LC,203,Gym Membership,Equinox,140.69,01/04/2025,Debit Card
CUST2025OX,262,Gym Membership,Planet Fitness,98.33,03/03/2025,PayPal
CUST2025FS,224,Subscription Payment,Spotify,14.8,07/26/2025,Google Pay
CUST2025LW,258,Luxury Travel Booking,London Business Trip,17988.49,06/16/2025,Apple Pay
CUST2025XU,246,Retail Space Lease,New Flagship Store,482945.6,08/03/2025,Google Pay
CUST2025WB,210,Hotel Stay,Ritz-Carlton,2965.98,01/14/2025,PayPal
CUST2025MO,293,Camera Equipment,Nikon Z6,2842.22,07/29/2025,PayPal
CUST2025GD,296,Subscription Payment,Amazon Prime,46.93,08/07/2025,Credit Card
CUST2025SK,289,Retail Space Lease,New Flagship Store,433797.03,01/29/2025,Debit Card
CUST2025MM,218,Retail Space Lease,New Flagship Store,218769.15,11/02/2025,PayPal
CUST2025NV,288,Retail Space Lease,Pop-up Storefront,206320.43,01/24/2025,PayPal
CUST2025FA,204,Luxury Travel Booking,London Business Trip,6779.3,08/01/2025,Debit Card
CUST2025TH,292,Hotel Stay,Maldives Resort,264.35,08/23/2025,Apple Pay
CUST2025NM,233,Camera Equipment,Nikon Z6,4390.95,04/20/2025,Credit Card
CUST2025GX,258,Food Delivery,DoorDash,14.3,01/30/2025,Apple Pay
CUST2025KT,228,Luxury Travel Booking,Paris Vacation,14252.65,06/29/2025,Debit Card
CUST2025ZJ,227,Camera Equipment,Sony Alpha,4597.89,09/26/2025,Debit Card
CUST2025TO,226,Food Delivery,GrubHub,15.5,01/17/2025,Apple Pay
CUST2025IW,272,Food Delivery,DoorDash,51.3,08/13/2025,PayPal
CUST2025SB,273,Food Delivery,Uber Eats,49.68,12/27/2025,Apple Pay
CUST2025BS,212,Subscription Payment,Amazon Prime,45.8,04/04/2025,Google Pay
CUST2025XQ,211,Grocery Shopping,Trader Joe's,277.89,09/30/2025,PayPal
CUST2025YM,290,Food Delivery,GrubHub,80.65,01/06/2025,Debit Card
CUST2025KQ,278,Retail Space Lease,New Flagship Store,115027.0,11/26/2025,PayPal
CUST2025AX,231,Gym Membership,Planet Fitness,143.6,11/05/2025,Credit Card
CUST2025OV,227,Grocery Shopping,Trader Joe's,236.34,02/24/2025,Credit Card
CUST2025UA,277,Subscription Payment,Amazon Prime,40.72,02/25/2025,Google Pay
CUST2025ND,223,Grocery Shopping,Trader Joe's,172.84,12/04/2025,Credit Card
CUST2025GQ,295,Gym Membership,Planet Fitness,91.4,01/11/2025,PayPal
CUST2025HK,239,Hotel Stay,Hilton,2366.94,06/19/2025,PayPal
CUST2025CO,226,Luxury Travel Booking,Paris Vacation,8921.23,09/10/2025,Credit Card
CUST2025KM,232,Food Delivery,Uber Eats,59.72,08/22/2025,Debit Card
CUST2025IL,222,Grocery Shopping,Trader Joe's,384.64,07/07/2025,Debit Card
CUST2025EZ,241,Retail Space Lease,New Flagship Store,334858.28,06/13/2025,Debit Card
CUST2025SZ,244,Luxury Travel Booking,London Business Trip,16592.89,11/02/2025,Apple Pay
CUST2025QK,239,Grocery Shopping,Trader Joe's,330.75,04/14/2025,PayPal
CUST2025KJ,287,Hotel Stay,Ritz-Carlton,1511.7,08/18/2025,PayPal
CUST2025UG,215,Grocery Shopping,Trader Joe's,60.18,07/03/2025,Apple Pay
CUST2025KO,241,Grocery Shopping,Walmart,444.45,12/21/2025,Debit Card
CUST2025GO,248,BNPL Purchase,iPhone,812.56,06/14/2025,PayPal
CUST2025SV,218,Luxury Travel Booking,Paris Vacation,6617.61,12/28/2025,PayPal
CUST2025GH,251,Luxury Shopping,Prada,5629.62,05/18/2025,Google Pay
CUST2025TR,259,BNPL Purchase,Smart TV,904.9,01/01/2025,Credit Card
CUST2025DL,229,Gym Membership,Planet Fitness,46.79,11/04/2025,Apple Pay
CUST2025VJ,297,Food Delivery,GrubHub,22.33,11/09/2025,Apple Pay
CUST2025FH,204,Grocery Shopping,Trader Joe's,319.78,09/13/2025,Apple Pay
CUST2025BR,207,Luxury Travel Booking,London Business Trip,17653.24,06/28/2025,Apple Pay
CUST2025HH,245,Camera Equipment,Sony Alpha,3925.52,09/19/2025,Credit Card
CUST2025LT,201,Hotel Stay,Maldives Resort,1475.23,02/10/2025,PayPal
CUST2025MO,280,Luxury Travel Booking,Maldives Retreat,16586.8,12/18/2025,Google Pay
CUST2025UN,291,Gym Membership,Gold's Gym,189.28,01/25/2025,Debit Card
CUST2025YS,223,Luxury Travel Booking,Maldives Retreat,5468.67,10/17/2025,Debit Card
CUST2025XD,203,Camera Equipment,Sony Alpha,3019.82,07/05/2025,Google Pay
CUST2025AK,282,Gym Membership,Planet Fitness,169.13,04/13/2025,Credit Card
CUST2025EJ,264,Food Delivery,Uber Eats,33.56,09/06/2025,Apple Pay
CUST2025MS,266,Gym Membership,Equinox,34.34,04/22/2025,Apple Pay
CUST2025LG,290,BNPL Purchase,MacBook,2709.24,05/17/2025,Debit Card
CUST2025TV,258,BNPL Purchase,iPhone,1255.32,08/17/2025,Credit Card
CUST2025OY,210,Grocery Shopping,Walmart,49.1,04/08/2025,Debit Card
CUST2025XH,254,Grocery Shopping,Whole Foods,113.69,05/17/2025,Debit Card
CUST2025PL,286,BNPL Purchase,Smart TV,1832.12,09/13/2025,PayPal
CUST2025CX,261,Hotel Stay,Maldives Resort,1084.12,11/14/2025,PayPal
CUST2025RB,279,Subscription Payment,Netflix,19.98,01/02/2025,Credit Card
CUST2025IR,231,Luxury Travel Booking,Paris Vacation,5961.98,07/12/2025,Credit Card
CUST2025UY,231,Subscription Payment,Netflix,39.89,05/21/2025,Google Pay
CUST2025OB,269,Gym Membership,Gold's Gym,166.39,09/11/2025,Google Pay
CUST2025PM,206,Subscription Payment,Netflix,13.29,02/26/2025,Apple Pay
CUST2025EE,201,Camera Equipment,Canon EOS,2423.67,11/03/2025,Google Pay
CUST2025MJ,225,Food Delivery,DoorDash,79.4,07/08/2025,Google Pay
CUST2025HN,274,Hotel Stay,Hilton,815.85,07/07/2025,Google Pay
CUST2025GV,286,Food Delivery,Uber Eats,48.74,02/08/2025,Credit Card
CUST2025KU,219,Gym Membership,Gold's Gym,99.83,09/19/2025,PayPal
CUST2025FU,249,Luxury Shopping,Prada,9129.41,01/26/2025,PayPal
CUST2025AM,202,Luxury Shopping,Louis Vuitton,6390.84,10/15/2025,PayPal
CUST2025MZ,246,Camera Equipment,Sony Alpha,1642.95,11/17/2025,Apple Pay
CUST2025UK,240,Luxury Travel Booking,London Business Trip,13349.31,01/29/2025,PayPal
CUST2025CH,209,Luxury Shopping,Gucci,2055.89,11/26/2025,Debit Card
CUST2025XN,268,Camera Equipment,Canon EOS,3172.9,04/15/2025,Google Pay
CUST2025RT,236,Gym Membership,Equinox,155.33,02/12/2025,Debit Card
CUST2025KC,213,BNPL Purchase,MacBook,928.8,01/23/2025,Debit Card
CUST2025TK,290,Grocery Shopping,Trader Joe's,402.49,10/13/2025,Google Pay
CUST2025CM,286,Subscription Payment,Netflix,26.67,04/05/2025,Debit Card
CUST2025VB,252,Subscription Payment,Amazon Prime,29.77,04/23/2025,Credit Card
CUST2025TJ,241,BNPL Purchase,MacBook,2369.89,06/24/2025,Google Pay
CUST2025DS,214,Gym Membership,Planet Fitness,179.99,12/22/2025,Google Pay
CUST2025RZ,246,Grocery Shopping,Trader Joe's,129.09,12/21/2025,Credit Card
CUST2025YI,203,Hotel Stay,Ritz-Carlton,1699.29,03/22/2025,Debit Card
CUST2025EA,239,BNPL Purchase,Smart TV,2432.39,06/13/2025,Credit Card
CUST2025FI,234,Retail Space Lease,Pop-up Storefront,407095.75,12/15/2025,Credit Card
CUST2025GI,242,Food Delivery,DoorDash,62.35,05/20/2025,Apple Pay
CUST2025SO,258,Luxury Travel Booking,Maldives Retreat,17030.84,09/01/2025,PayPal
CUST2025MO,282,Luxury Travel Booking,Maldives Retreat,12700.29,01/08/2025,Apple Pay
CUST2025RN,247,Luxury Shopping,Gucci,7816.06,11/16/2025,Debit Card
CUST2025AV,252,Gym Membership,Equinox,36.04,07/04/2025,Google Pay
CUST2025XJ,262,Hotel Stay,Ritz-Carlton,425.19,06/10/2025,Apple Pay
CUST2025OG,271,Luxury Travel Booking,Maldives Retreat,4275.14,03/27/2025,Credit Card
CUST2025BD,221,Luxury Travel Booking,Maldives Retreat,12176.32,08/14/2025,Debit Card
CUST2025VZ,228,Luxury Shopping,Louis Vuitton,1688.32,09/03/2025,Google Pay
CUST2025WJ,229,Hotel Stay,Hilton,2900.92,07/23/2025,Apple Pay
CUST2025EZ,234,Luxury Travel Booking,Maldives Retreat,9717.89,02/23/2025,Credit Card
CUST2025KC,276,Luxury Shopping,Louis Vuitton,2595.55,01/12/2025,Apple Pay
CUST2025QF,220,BNPL Purchase,iPhone,849.99,03/12/2025,Apple Pay
CUST2025JI,242,Food Delivery,DoorDash,68.42,04/07/2025,Credit Card
CUST2025HE,292,Luxury Travel Booking,Paris Vacation,18464.53,06/22/2025,Apple Pay
CUST2025XL,251,Luxury Shopping,Louis Vuitton,3062.14,07/18/2025,Debit Card
CUST2025JO,242,Grocery Shopping,Whole Foods,182.63,06/07/2025,Google Pay
CUST2025IM,231,Subscription Payment,Spotify,23.27,12/17/2025,Debit Card
CUST2025OR,286,Camera Equipment,Sony Alpha,3839.99,09/22/2025,Credit Card
CUST2025OV,298,BNPL Purchase,Smart TV,1080.13,03/09/2025,Apple Pay
CUST2025QY,243,Grocery Shopping,Walmart,153.51,10/28/2025,Debit Card
CUST2025SK,228,Grocery Shopping,Whole Foods,180.87,04/10/2025,Credit Card
CUST2025WK,212,Food Delivery,Uber Eats,33.02,06/28/2025,Credit Card
CUST2025GX,206,Gym Membership,Equinox,166.52,06/22/2025,Google Pay
CUST2025KE,216,Food Delivery,Uber Eats,89.4,11/03/2025,Apple Pay
CUST2025KJ,259,Luxury Travel Booking,Paris Vacation,7096.38,11/06/2025,Apple Pay
CUST2025CT,298,Camera Equipment,Canon EOS,3850.87,03/23/2025,Credit Card
CUST2025FA,230,Camera Equipment,Canon EOS,1133.39,05/11/2025,Debit Card
